expat_id,origin_country,visa_type,us_state,switched_from,previous_monthly_premium,ratha_monthly_premium,premium_savings_percent,coverage_types,india_coverage_enabled,onboarding_days,competitor_onboarding_days,switched_date,satisfaction_score,monthly_retention_rate
EXP412231,India,E2,WA,AIG,111.99,73.12,34.7,Auto+Health,True,3,7,2026-06-07 12:14:15.493223,7,98.9
EXP504861,India,H1B,MI,CHUBB,107.04,78.7,26.5,Auto,True,1,13,2026-08-15 12:14:15.493237,7,97.5
EXP913654,India,L1,NY,HDFC ERGO,135.24,91.71,32.2,Renter,True,1,13,2026-08-10 12:14:15.493251,8,98.0
EXP832436,India,B1,CO,ICICI Lombard,143.92,112.02,22.2,Health,True,2,10,2026-08-11 12:14:15.493265,7,98.4
EXP380214,India,E2,WA,AIG,138.63,103.46,25.4,Auto+Health,True,2,13,2026-08-10 12:14:15.493279,9,99.4
EXP526675,India,H1B,MA,HDFC ERGO,145.62,109.38,24.9,Health,True,3,8,2026-06-28 12:14:15.493294,8,97.8
EXP452886,India,E2,CA,HDFC ERGO,134.65,99.54,26.1,Health,False,1,9,2026-08-05 12:14:15.493308,10,99.3
EXP994342,India,F1,WA,AIG,138.17,107.09,22.5,Renter,False,1,12,2026-06-05 12:14:15.493326,8,98.7
EXP712276,India,L1,TX,CHUBB,139.34,107.31,23.0,Renter,True,3,13,2026-08-19 12:14:15.493341,7,99.1
EXP931474,India,F1,MI,HDFC ERGO,114.69,82.96,27.7,Renter,True,1,13,2026-06-06 12:14:15.493355,8,98.1
EXP774599,India,E2,CA,ICICI Lombard,146.32,99.91,31.7,Auto+Health,True,1,7,2026-06-18 12:14:15.493369,8,97.9
EXP205480,India,L1,MA,ICICI Lombard,95.06,73.02,23.2,Auto,True,3,8,2026-06-02 12:14:15.493384,9,99.3
EXP831119,India,H1B,CA,CHUBB,88.7,66.83,24.7,Auto,True,2,13,2026-06-07 12:14:15.493398,10,97.8
EXP798976,India,E2,PA,ICICI Lombard,112.78,74.0,34.4,Renter,True,3,12,2026-07-09 12:14:15.493413,8,98.4
EXP553331,India,F1,WA,Allianz,125.53,88.01,29.9,Auto+Health,False,2,14,2026-06-26 12:14:15.493428,10,97.1
EXP805622,India,E2,CA,IMG Global,107.96,71.08,34.2,Auto+Health,True,2,14,2026-07-19 12:14:15.493442,7,98.1
EXP610056,India,H1B,WA,IMG Global,146.39,112.61,23.1,Auto+Health,False,1,13,2026-07-02 12:14:15.493456,9,99.0
EXP738197,India,E2,MI,Allianz,89.77,62.02,30.9,Auto,True,3,8,2026-05-28 12:14:15.493470,7,98.5
EXP394991,India,E2,NY,ICICI Lombard,141.12,110.35,21.8,Auto,True,1,7,2026-07-30 12:14:15.493484,9,99.5
EXP859884,India,F1,NC,HDFC ERGO,137.66,100.92,26.7,Health,True,3,9,2026-06-05 12:14:15.493500,8,98.7
EXP355146,India,E2,FL,CHUBB,125.14,87.76,29.9,Auto,True,2,8,2026-07-08 12:14:15.493514,7,97.7
EXP351137,India,H1B,GA,CHUBB,81.07,54.95,32.2,Auto,False,2,7,2026-06-11 12:14:15.493529,7,98.5
EXP458770,India,B1,IL,HDFC ERGO,132.42,90.4,31.7,Auto+Health,True,1,13,2026-07-12 12:14:15.493543,10,98.5
EXP192740,India,L1,PA,Allianz,87.72,57.13,34.9,Health,True,3,12,2026-06-17 12:14:15.493557,9,99.1
EXP728353,India,B1,NC,CHUBB,87.67,63.84,27.2,Renter,True,3,11,2026-08-17 12:14:15.493571,8,98.0
EXP272270,India,L1,CA,HDFC ERGO,118.0,77.65,34.2,Auto,False,3,9,2026-08-17 12:14:15.493585,7,97.4
EXP549070,India,E2,PA,IMG Global,112.25,86.64,22.8,Renter,True,3,14,2026-06-12 12:14:15.493599,10,98.9
EXP419746,India,B1,CO,Allianz,93.19,61.76,33.7,Auto,False,1,7,2026-07-08 12:14:15.493613,8,97.3
EXP209217,India,F1,TX,AIG,95.44,62.27,34.8,Health,True,3,8,2026-05-31 12:14:15.493627,8,98.7
EXP761269,India,B1,PA,AIG,102.65,69.29,32.5,Auto,True,2,9,2026-06-29 12:14:15.493643,9,99.5
EXP380563,India,F1,MA,HDFC ERGO,88.33,67.23,23.9,Auto+Health,True,2,11,2026-08-21 12:14:15.493657,9,98.2
EXP848820,India,B1,TX,AIG,96.26,75.28,21.8,Auto+Health,True,1,12,2026-06-20 12:14:15.493672,7,99.2
EXP933229,India,H1B,WA,Allianz,125.64,94.23,25.0,Renter,True,2,11,2026-06-23 12:14:15.493686,7,99.0
EXP530821,India,L1,MA,AIG,131.4,96.88,26.3,Health,True,1,13,2026-06-17 12:14:15.493700,8,99.4
EXP931155,India,B1,NC,AIG,127.95,101.07,21.0,Auto+Health,True,1,12,2026-06-09 12:14:15.493714,10,97.9
EXP670146,India,E2,CA,HDFC ERGO,88.56,59.3,33.0,Health,True,3,11,2026-06-12 12:14:15.493728,9,98.6
EXP563634,India,L1,IL,ICICI Lombard,109.07,79.14,27.4,Auto+Health,True,2,10,2026-07-08 12:14:15.493742,8,97.1
EXP268193,India,H1B,MI,Allianz,125.77,98.2,21.9,Auto,True,3,9,2026-08-09 12:14:15.493757,10,99.5
EXP699594,India,L1,GA,AIG,99.24,74.84,24.6,Renter,False,1,7,2026-08-16 12:14:15.493771,7,97.1
EXP880593,India,L1,MI,Allianz,143.91,96.68,32.8,Auto,False,1,7,2026-05-28 12:14:15.493785,9,98.4
EXP375746,India,B1,FL,Allianz,144.26,102.95,28.6,Renter,True,3,9,2026-07-14 12:14:15.493799,8,98.6
EXP406123,India,F1,FL,ICICI Lombard,120.56,93.53,22.4,Auto,True,2,8,2026-08-03 12:14:15.493813,7,98.7
EXP769609,India,L1,MI,Allianz,104.37,73.73,29.4,Health,True,1,14,2026-08-01 12:14:15.493827,10,97.2
EXP852540,India,L1,FL,AIG,120.72,83.96,30.5,Auto+Health,True,3,11,2026-05-30 12:14:15.493842,9,99.4
EXP897938,India,L1,MA,HDFC ERGO,77.09,54.73,29.0,Renter,True,1,14,2026-06-20 12:14:15.493856,10,97.5
EXP906281,India,F1,CO,HDFC ERGO,100.99,79.26,21.5,Auto+Health,True,1,7,2026-07-27 12:14:15.493870,8,97.9
EXP686611,India,H1B,GA,IMG Global,107.05,73.64,31.2,Health,True,1,7,2026-06-23 12:14:15.493884,8,99.0
EXP187840,India,F1,CO,HDFC ERGO,90.77,65.56,27.8,Health,True,3,13,2026-07-09 12:14:15.493898,9,98.8
EXP380412,India,B1,NC,Allianz,105.64,71.45,32.4,Auto+Health,True,2,14,2026-06-09 12:14:15.493912,9,97.7
EXP782594,India,L1,IL,CHUBB,134.64,107.4,20.2,Auto+Health,False,2,11,2026-08-04 12:14:15.493927,9,98.1
EXP546874,India,F1,TX,HDFC ERGO,142.86,109.43,23.4,Auto+Health,True,2,14,2026-07-11 12:14:15.493941,9,98.0
EXP186013,India,E2,GA,ICICI Lombard,114.3,79.14,30.8,Auto+Health,True,3,13,2026-05-26 12:14:15.493955,8,97.5
EXP744885,India,E2,WA,Allianz,125.26,97.58,22.1,Auto,False,2,13,2026-07-22 12:14:15.493969,10,98.7
EXP429005,India,B1,TX,Allianz,148.86,116.77,21.6,Auto+Health,False,2,8,2026-06-21 12:14:15.493983,8,97.7
EXP176024,India,F1,NY,IMG Global,85.35,59.43,30.4,Renter,True,1,10,2026-08-19 12:14:15.493997,9,97.5
EXP872724,India,B1,GA,ICICI Lombard,126.84,96.16,24.2,Auto,False,2,7,2026-08-05 12:14:15.494012,9,98.5
EXP564667,India,L1,IL,CHUBB,141.07,96.81,31.4,Health,False,1,7,2026-07-24 12:14:15.494026,7,97.4
EXP202506,India,F1,WA,CHUBB,86.86,67.9,21.8,Auto+Health,False,3,14,2026-07-21 12:14:15.494040,9,97.8
EXP530602,India,L1,GA,HDFC ERGO,111.28,74.79,32.8,Health,False,2,13,2026-08-12 12:14:15.494054,9,97.8
EXP387309,India,H1B,CO,Allianz,127.23,100.73,20.8,Health,True,3,9,2026-07-20 12:14:15.494069,7,98.1
EXP307635,India,B1,NY,Allianz,92.97,62.76,32.5,Auto,True,3,9,2026-05-28 12:14:15.494084,8,97.2
EXP433125,India,E2,IL,ICICI Lombard,133.6,103.13,22.8,Health,False,2,8,2026-07-18 12:14:15.494099,8,97.7
EXP259366,India,E2,MA,CHUBB,140.14,101.0,27.9,Auto,True,1,12,2026-06-06 12:14:15.494114,10,99.3
EXP524258,India,E2,FL,Allianz,107.34,74.57,30.5,Auto,False,2,10,2026-08-21 12:14:15.494130,7,98.0
EXP741932,India,B1,TX,CHUBB,123.84,84.84,31.5,Health,True,3,12,2026-08-22 12:14:15.494146,7,97.6
EXP684908,India,H1B,NY,HDFC ERGO,83.76,55.34,33.9,Auto,True,3,13,2026-07-18 12:14:15.494161,9,97.9
EXP105515,India,E2,MA,AIG,75.26,51.18,32.0,Renter,True,1,14,2026-07-06 12:14:15.494176,7,99.5
EXP325622,India,L1,PA,AIG,77.84,51.59,33.7,Health,False,1,9,2026-07-02 12:14:15.494192,7,98.5
EXP386738,India,B1,NC,IMG Global,130.95,97.29,25.7,Renter,True,1,12,2026-06-11 12:14:15.494207,9,97.9
EXP164876,India,H1B,WA,Allianz,126.36,91.8,27.4,Health,True,1,13,2026-07-08 12:14:15.494222,7,98.7
EXP546492,India,L1,MA,Allianz,143.63,107.0,25.5,Health,True,2,7,2026-06-12 12:14:15.494238,8,98.8
EXP931416,India,F1,GA,AIG,78.05,61.07,21.8,Renter,False,1,12,2026-06-11 12:14:15.494254,10,98.4
EXP273415,India,B1,TX,AIG,134.01,97.2,27.5,Renter,True,3,11,2026-08-21 12:14:15.494269,10,98.0
EXP228893,India,L1,WA,IMG Global,120.11,87.12,27.5,Health,True,2,8,2026-06-14 12:14:15.494285,8,98.6
EXP436373,India,L1,WA,ICICI Lombard,113.92,87.13,23.5,Renter,True,1,13,2026-07-03 12:14:15.494300,9,98.9
EXP101120,India,H1B,NC,CHUBB,147.95,111.55,24.6,Health,False,1,8,2026-06-29 12:14:15.494316,10,98.7
EXP368993,India,F1,MI,ICICI Lombard,127.09,95.02,25.2,Auto,False,1,13,2026-07-03 12:14:15.494331,10,98.1
EXP691394,India,E2,TX,Allianz,90.3,60.04,33.5,Health,True,2,9,2026-07-20 12:14:15.494346,8,97.9
EXP944298,India,L1,MI,IMG Global,149.68,115.23,23.0,Auto+Health,True,3,11,2026-06-21 12:14:15.494362,7,98.0
EXP433732,India,F1,TX,HDFC ERGO,116.25,83.29,28.4,Auto,True,3,13,2026-07-20 12:14:15.494377,8,97.9
EXP318421,India,F1,CA,ICICI Lombard,140.15,92.22,34.2,Auto+Health,True,2,10,2026-07-31 12:14:15.494393,7,98.6
EXP765946,India,L1,IL,CHUBB,118.35,82.56,30.2,Auto,True,2,10,2026-07-06 12:14:15.494408,10,98.0
EXP711912,India,L1,TX,ICICI Lombard,115.56,86.62,25.0,Health,True,3,10,2026-07-12 12:14:15.494422,7,97.6
EXP910028,India,F1,WA,ICICI Lombard,132.06,90.26,31.6,Renter,True,2,9,2026-08-23 12:14:15.494437,8,97.3
EXP589923,India,H1B,PA,Allianz,82.9,61.89,25.3,Auto+Health,True,2,8,2026-06-28 12:14:15.494451,8,98.9
EXP587673,India,F1,TX,CHUBB,134.85,100.87,25.2,Auto,False,3,10,2026-05-29 12:14:15.494465,10,99.1
EXP380844,India,B1,FL,HDFC ERGO,85.71,55.98,34.7,Auto+Health,True,3,11,2026-08-23 12:14:15.494479,8,98.9
EXP744172,India,L1,NC,HDFC ERGO,134.49,101.93,24.2,Renter,False,2,8,2026-07-27 12:14:15.494494,10,98.0
EXP941039,India,E2,GA,HDFC ERGO,137.74,107.14,22.2,Auto,True,1,7,2026-08-04 12:14:15.494508,7,98.6
EXP270917,India,F1,TX,CHUBB,109.02,74.66,31.5,Renter,True,2,12,2026-06-14 12:14:15.494523,7,97.1
EXP142189,India,F1,MA,AIG,111.74,76.54,31.5,Auto+Health,True,3,10,2026-06-28 12:14:15.494537,10,98.9
EXP470741,India,B1,PA,CHUBB,90.73,66.57,26.6,Health,True,1,7,2026-07-07 12:14:15.494551,8,98.5
EXP514124,India,F1,IL,IMG Global,141.28,96.98,31.4,Auto,True,1,11,2026-06-22 12:14:15.494565,8,98.7
EXP907143,India,B1,GA,CHUBB,80.46,63.82,20.7,Renter,True,2,9,2026-07-20 12:14:15.494579,9,97.1
EXP103003,India,B1,MA,CHUBB,90.65,69.6,23.2,Auto+Health,True,2,14,2026-08-21 12:14:15.494593,9,97.9
EXP301632,India,B1,NC,HDFC ERGO,93.76,72.86,22.3,Health,True,3,13,2026-07-20 12:14:15.494608,7,97.9
EXP700783,India,F1,PA,Allianz,112.35,82.1,26.9,Auto,True,1,14,2026-08-04 12:14:15.494622,9,99.2
EXP943620,India,E2,NC,Allianz,138.25,97.59,29.4,Health,True,2,11,2026-06-13 12:14:15.494636,9,98.9
EXP285369,India,E2,GA,HDFC ERGO,140.41,94.85,32.4,Auto,True,3,8,2026-08-10 12:14:15.494650,10,97.6
EXP351359,India,L1,TX,HDFC ERGO,147.38,104.72,28.9,Auto,True,1,8,2026-06-21 12:14:15.494666,9,97.4
EXP750404,India,L1,MA,IMG Global,77.53,59.99,22.6,Auto+Health,True,1,13,2026-07-29 12:14:15.494680,10,97.8
EXP778198,India,F1,MI,HDFC ERGO,95.68,74.64,22.0,Auto+Health,True,1,13,2026-05-31 12:14:15.494694,7,97.2
EXP720243,India,F1,TX,IMG Global,125.78,83.2,33.9,Health,True,3,14,2026-06-21 12:14:15.494708,9,97.4
EXP168213,India,H1B,WA,IMG Global,126.17,94.66,25.0,Renter,False,2,11,2026-05-31 12:14:15.494723,7,99.4
EXP928116,India,E2,PA,IMG Global,98.01,72.39,26.1,Auto+Health,True,3,13,2026-08-13 12:14:15.494737,7,98.9
EXP130117,India,H1B,GA,HDFC ERGO,103.34,71.43,30.9,Auto+Health,True,1,9,2026-07-29 12:14:15.494751,9,99.0
EXP471879,India,H1B,NY,HDFC ERGO,127.45,98.33,22.9,Auto+Health,True,2,7,2026-07-16 12:14:15.494765,10,97.2
EXP467829,India,H1B,MA,CHUBB,107.23,84.24,21.4,Auto+Health,True,1,7,2026-08-20 12:14:15.494779,7,97.5
EXP546578,India,B1,CA,HDFC ERGO,127.82,84.17,34.2,Auto+Health,True,2,8,2026-08-22 12:14:15.494794,10,97.9
EXP984047,India,E2,MI,CHUBB,117.02,90.22,22.9,Auto+Health,False,1,10,2026-06-12 12:14:15.494808,8,99.2
EXP673914,India,F1,GA,CHUBB,131.78,91.02,30.9,Renter,True,3,8,2026-08-04 12:14:15.494822,7,98.8
EXP515459,India,F1,FL,ICICI Lombard,126.62,85.74,32.3,Auto+Health,False,2,12,2026-08-23 12:14:15.494836,9,97.5
EXP774865,India,H1B,NC,HDFC ERGO,93.14,62.76,32.6,Renter,False,3,9,2026-07-18 12:14:15.494850,9,99.2
EXP539508,India,F1,WA,IMG Global,149.91,118.29,21.1,Auto,True,1,14,2026-06-22 12:14:15.494865,10,98.7
EXP423465,India,L1,PA,CHUBB,119.16,93.73,21.3,Auto,True,2,11,2026-07-16 12:14:15.494879,8,97.5
EXP875490,India,F1,NC,IMG Global,111.54,79.56,28.7,Auto+Health,False,2,13,2026-06-15 12:14:15.494893,7,97.1
EXP691376,India,L1,CO,Allianz,118.18,88.52,25.1,Renter,True,3,12,2026-07-26 12:14:15.494907,9,98.7
EXP799246,India,L1,MA,ICICI Lombard,112.68,87.44,22.4,Renter,True,1,8,2026-08-20 12:14:15.494921,8,97.7
EXP951652,India,L1,CO,AIG,123.66,90.7,26.7,Health,True,2,13,2026-08-10 12:14:15.494935,8,97.5
EXP218659,India,E2,MI,IMG Global,108.44,78.83,27.3,Auto+Health,True,1,12,2026-05-27 12:14:15.494949,7,97.9
EXP228757,India,F1,GA,IMG Global,85.61,66.76,22.0,Health,True,2,11,2026-07-20 12:14:15.494964,7,98.5
EXP729132,India,L1,FL,CHUBB,75.97,60.27,20.7,Auto+Health,False,3,9,2026-06-15 12:14:15.494978,9,97.2
EXP219743,India,L1,NC,Allianz,143.27,111.94,21.9,Renter,True,1,14,2026-07-17 12:14:15.494992,9,97.3
EXP132879,India,L1,MA,IMG Global,133.33,96.04,28.0,Health,True,3,8,2026-07-24 12:14:15.495007,10,99.0
EXP474937,India,E2,NY,AIG,79.47,62.93,20.8,Health,False,1,7,2026-07-06 12:14:15.495021,8,98.0
EXP293479,India,L1,TX,HDFC ERGO,91.94,61.97,32.6,Auto+Health,False,3,11,2026-06-08 12:14:15.495036,10,98.0
EXP245554,India,L1,NY,Allianz,131.4,97.61,25.7,Auto+Health,True,2,10,2026-08-19 12:14:15.495050,7,98.8
EXP892665,India,F1,PA,HDFC ERGO,107.67,81.86,24.0,Health,True,3,12,2026-08-03 12:14:15.495064,7,99.1
EXP520553,India,L1,WA,AIG,146.29,103.44,29.3,Auto,True,3,7,2026-06-28 12:14:15.495079,10,97.3
EXP272796,India,L1,NC,CHUBB,132.88,99.41,25.2,Auto+Health,True,2,10,2026-06-27 12:14:15.495093,8,97.5
EXP820043,India,E2,MA,IMG Global,88.24,65.64,25.6,Health,True,1,9,2026-07-03 12:14:15.495109,7,99.2
EXP327308,India,E2,NY,IMG Global,146.49,106.7,27.2,Health,True,2,8,2026-07-26 12:14:15.495124,8,97.9
EXP878632,India,F1,MI,ICICI Lombard,102.49,70.32,31.4,Health,True,1,13,2026-06-23 12:14:15.495139,9,99.4
EXP660056,India,L1,CA,HDFC ERGO,116.87,91.34,21.8,Renter,True,1,14,2026-08-17 12:14:15.495155,10,97.8
EXP777356,India,E2,TX,Allianz,141.79,105.45,25.6,Renter,True,3,11,2026-07-04 12:14:15.495170,8,98.5
EXP956313,India,F1,NC,ICICI Lombard,76.82,58.14,24.3,Renter,True,3,11,2026-07-01 12:14:15.495185,8,97.8
EXP717344,India,B1,MA,ICICI Lombard,131.27,86.87,33.8,Health,False,3,7,2026-06-02 12:14:15.495201,10,97.2
EXP650154,India,H1B,MA,ICICI Lombard,96.34,68.72,28.7,Renter,True,2,8,2026-08-16 12:14:15.495216,8,97.3
EXP612465,India,L1,TX,Allianz,87.6,59.09,32.5,Auto+Health,True,1,14,2026-07-21 12:14:15.495232,9,97.9
EXP453662,India,F1,MI,CHUBB,102.42,76.91,24.9,Renter,True,1,13,2026-07-06 12:14:15.495249,10,97.2
EXP486285,India,H1B,CO,CHUBB,121.28,95.27,21.4,Auto+Health,True,2,7,2026-06-15 12:14:15.495264,7,97.6
EXP656913,India,E2,IL,ICICI Lombard,89.97,70.89,21.2,Renter,True,1,13,2026-08-21 12:14:15.495280,9,97.7
EXP468242,India,L1,CO,IMG Global,112.35,80.17,28.6,Health,True,1,11,2026-06-09 12:14:15.495295,7,98.0
EXP252729,India,B1,WA,IMG Global,144.37,94.36,34.6,Auto+Health,True,3,13,2026-06-29 12:14:15.495311,9,98.1
EXP861337,India,H1B,NC,HDFC ERGO,102.03,78.4,23.2,Health,True,2,14,2026-06-28 12:14:15.495327,9,99.3
EXP856675,India,L1,WA,AIG,112.73,81.29,27.9,Auto+Health,True,1,8,2026-06-06 12:14:15.495342,8,98.1
EXP610091,India,F1,NY,ICICI Lombard,91.61,68.27,25.5,Auto,True,1,12,2026-08-23 12:14:15.495357,7,98.8
EXP677709,India,F1,PA,HDFC ERGO,92.12,63.39,31.2,Health,True,2,12,2026-07-26 12:14:15.495373,7,98.0
EXP135132,India,E2,NC,HDFC ERGO,114.0,81.78,28.3,Renter,True,3,9,2026-07-14 12:14:15.495388,8,97.9
EXP742194,India,B1,GA,IMG Global,104.84,81.77,22.0,Auto+Health,True,1,7,2026-08-20 12:14:15.495404,8,98.5
EXP610277,India,E2,CA,HDFC ERGO,106.56,75.44,29.2,Renter,True,3,14,2026-06-08 12:14:15.495418,8,98.9
EXP789797,India,H1B,IL,HDFC ERGO,125.31,95.78,23.6,Renter,True,2,9,2026-08-03 12:14:15.495432,8,99.1
EXP943402,India,H1B,PA,IMG Global,103.22,75.71,26.7,Auto,False,1,10,2026-06-23 12:14:15.495447,10,97.6
EXP876600,India,B1,PA,ICICI Lombard,100.51,78.06,22.3,Renter,False,2,10,2026-07-03 12:14:15.495461,10,98.3
EXP944327,India,H1B,IL,AIG,146.61,102.95,29.8,Health,True,3,14,2026-08-10 12:14:15.495475,8,98.1
EXP750711,India,B1,GA,AIG,83.28,55.15,33.8,Auto,True,1,9,2026-06-29 12:14:15.495490,9,98.7
EXP794919,India,B1,FL,Allianz,83.66,65.77,21.4,Auto,True,3,8,2026-08-06 12:14:15.495504,8,97.0
EXP519824,India,H1B,NY,AIG,91.35,72.55,20.6,Auto,True,1,12,2026-07-08 12:14:15.495518,10,98.3
EXP883162,India,L1,CO,IMG Global,99.94,67.79,32.2,Renter,True,1,7,2026-07-04 12:14:15.495532,8,98.2
EXP786341,India,F1,WA,CHUBB,106.4,72.25,32.1,Auto,True,3,12,2026-06-21 12:14:15.495546,10,98.8
EXP448007,India,E2,TX,CHUBB,139.89,104.26,25.5,Health,True,3,13,2026-08-12 12:14:15.495560,10,97.3
EXP927488,India,B1,NY,CHUBB,95.07,64.95,31.7,Renter,True,3,12,2026-07-03 12:14:15.495575,7,97.8
EXP322029,India,E2,CO,IMG Global,83.28,56.03,32.7,Renter,True,2,7,2026-06-27 12:14:15.495589,7,98.8
EXP166908,India,H1B,MA,AIG,104.66,77.81,25.7,Renter,True,2,11,2026-07-09 12:14:15.495603,9,97.1
EXP153473,India,E2,IL,AIG,131.33,85.37,35.0,Auto,False,2,7,2026-05-28 12:14:15.495617,9,97.1
EXP679004,India,H1B,GA,IMG Global,92.94,67.67,27.2,Auto,True,3,12,2026-07-15 12:14:15.495632,9,97.6
EXP776120,India,L1,IL,Allianz,85.97,66.97,22.1,Auto+Health,True,3,9,2026-06-03 12:14:15.495646,9,97.7
EXP645707,India,H1B,MA,AIG,141.94,106.95,24.6,Health,True,1,12,2026-08-08 12:14:15.495660,7,98.1
EXP834497,India,B1,MA,Allianz,87.78,68.61,21.8,Health,True,3,9,2026-06-23 12:14:15.495675,7,98.4
EXP153955,India,L1,FL,Allianz,139.91,96.89,30.7,Health,False,3,7,2026-05-25 12:14:15.495689,10,99.0
EXP272115,India,L1,IL,HDFC ERGO,102.16,75.91,25.7,Renter,True,1,10,2026-07-31 12:14:15.495703,7,98.0
EXP641210,India,B1,NY,ICICI Lombard,124.82,90.4,27.6,Auto+Health,False,3,8,2026-07-31 12:14:15.495717,10,97.1
EXP704545,India,H1B,IL,AIG,116.01,80.33,30.8,Health,True,2,9,2026-07-06 12:14:15.495731,10,97.2
EXP239254,India,E2,FL,AIG,118.6,90.85,23.4,Auto+Health,True,3,12,2026-08-22 12:14:15.495745,9,99.1
EXP391988,India,H1B,GA,CHUBB,111.37,85.56,23.2,Auto+Health,True,2,11,2026-07-01 12:14:15.495759,10,98.3
EXP521058,India,B1,GA,HDFC ERGO,87.92,60.88,30.8,Health,True,3,7,2026-07-28 12:14:15.495773,10,97.3
EXP703832,India,H1B,MA,IMG Global,107.49,78.27,27.2,Auto,True,2,12,2026-06-30 12:14:15.495787,7,99.3
EXP750364,India,E2,NY,Allianz,127.49,87.31,31.5,Renter,True,1,8,2026-07-28 12:14:15.495801,10,98.5
EXP912808,India,E2,FL,AIG,109.13,85.67,21.5,Renter,True,2,10,2026-05-31 12:14:15.495816,7,98.7
EXP848361,India,H1B,CA,AIG,90.0,66.74,25.8,Auto,False,2,14,2026-08-20 12:14:15.495832,8,99.3
EXP132464,India,L1,WA,ICICI Lombard,76.08,58.01,23.8,Renter,False,2,8,2026-05-29 12:14:15.495846,7,99.0
EXP736667,India,F1,MA,CHUBB,87.69,68.56,21.8,Auto,True,2,14,2026-05-25 12:14:15.495861,10,98.7
EXP263607,India,E2,FL,CHUBB,125.59,95.99,23.6,Auto+Health,False,3,11,2026-06-10 12:14:15.495875,7,98.7
EXP203282,India,H1B,CA,HDFC ERGO,94.24,66.43,29.5,Renter,True,1,7,2026-07-25 12:14:15.495890,10,98.1
EXP278036,India,H1B,WA,ICICI Lombard,86.32,66.11,23.4,Auto+Health,False,1,9,2026-06-03 12:14:15.495905,9,99.1
EXP593951,India,B1,NC,Allianz,96.2,66.88,30.5,Auto,True,1,8,2026-06-04 12:14:15.495919,10,98.3
EXP668686,India,H1B,MA,ICICI Lombard,91.57,69.33,24.3,Health,True,3,10,2026-06-02 12:14:15.495933,9,97.5
EXP973172,India,F1,GA,ICICI Lombard,136.74,92.51,32.3,Auto+Health,True,3,10,2026-08-02 12:14:15.495947,8,97.8
EXP766873,India,L1,TX,Allianz,146.41,99.55,32.0,Health,True,1,9,2026-05-29 12:14:15.495962,9,98.3
EXP456569,India,F1,PA,HDFC ERGO,141.09,111.84,20.7,Health,True,2,13,2026-06-29 12:14:15.495976,9,97.2
EXP316604,India,L1,MA,ICICI Lombard,89.96,62.29,30.8,Auto,False,2,7,2026-06-02 12:14:15.495990,9,97.7
EXP587974,India,E2,CO,HDFC ERGO,88.61,58.97,33.4,Health,True,1,9,2026-06-09 12:14:15.496004,8,99.3
EXP149925,India,E2,NC,HDFC ERGO,90.88,71.95,20.8,Auto+Health,True,1,11,2026-08-06 12:14:15.496018,8,97.0
EXP443988,India,B1,FL,AIG,129.89,101.82,21.6,Auto+Health,False,1,9,2026-07-22 12:14:15.496033,10,98.8
EXP543807,India,B1,MI,ICICI Lombard,144.27,109.49,24.1,Renter,False,3,8,2026-08-10 12:14:15.496047,9,97.1
EXP684709,India,H1B,NC,CHUBB,81.95,56.73,30.8,Health,False,1,8,2026-07-12 12:14:15.496061,7,97.4
EXP966695,India,B1,PA,CHUBB,94.07,64.88,31.0,Auto,False,2,10,2026-06-05 12:14:15.496076,8,98.2
EXP922723,India,L1,CA,CHUBB,108.45,86.51,20.2,Auto+Health,True,2,7,2026-07-01 12:14:15.496090,7,99.0
EXP671532,India,B1,MA,IMG Global,120.16,84.39,29.8,Renter,True,3,10,2026-05-30 12:14:15.496104,7,97.7
EXP695227,India,F1,MA,Allianz,125.79,93.66,25.5,Health,True,2,13,2026-08-09 12:14:15.496119,9,97.4
EXP934787,India,L1,MA,AIG,93.04,73.87,20.6,Health,True,3,8,2026-08-07 12:14:15.496134,9,97.9
EXP500098,India,B1,MI,CHUBB,84.32,62.42,26.0,Auto,True,1,9,2026-08-05 12:14:15.496149,9,99.1
EXP447106,India,H1B,NY,HDFC ERGO,93.88,74.2,21.0,Renter,False,3,14,2026-07-05 12:14:15.496163,8,98.7
EXP379477,India,H1B,WA,Allianz,75.89,60.14,20.7,Health,False,1,14,2026-05-25 12:14:15.496177,8,99.3
EXP897451,India,E2,WA,HDFC ERGO,99.48,71.02,28.6,Auto+Health,True,2,13,2026-08-02 12:14:15.496191,7,97.9
EXP935603,India,H1B,GA,IMG Global,81.56,57.41,29.6,Auto+Health,True,3,14,2026-08-21 12:14:15.496205,9,97.8
EXP615446,India,L1,WA,Allianz,109.12,73.5,32.6,Auto+Health,True,1,9,2026-05-30 12:14:15.496220,9,97.0
EXP493073,India,E2,GA,ICICI Lombard,76.44,56.63,25.9,Auto,True,2,14,2026-06-01 12:14:15.496234,9,98.5
EXP694800,India,H1B,FL,AIG,137.66,99.61,27.6,Auto+Health,True,1,14,2026-06-09 12:14:15.496248,8,98.8
EXP858614,India,F1,CA,CHUBB,108.41,71.93,33.7,Auto,True,2,13,2026-06-17 12:14:15.496263,9,99.1
EXP188692,India,E2,MA,HDFC ERGO,76.28,50.88,33.3,Health,True,1,10,2026-06-18 12:14:15.496277,9,97.8
EXP626361,India,B1,IL,IMG Global,137.05,100.8,26.4,Renter,False,3,13,2026-06-01 12:14:15.496291,10,97.1
