expat_id,previous_company,plan_end_date,reason_left_previous,reason_chose_ratha,had_ratha_before,premium_savings_percent,onboarding_speed_advantage_days,india_coverage_interest,acquisition_cost_estimated,lifetime_value_projected
EXP501004,CHUBB,2026-07-12 18:34:22.948619,Complex onboarding,Simpler process,False,25.9,8,True,176.91,1858.9
EXP711330,CHUBB,2026-07-20 18:34:22.948628,Complex onboarding,Better customer support,False,31.7,5,True,51.02,1528.55
EXP577479,HDFC ERGO,2026-06-27 18:34:22.948638,Limited coverage options,Faster onboarding,False,22.5,7,False,128.49,1783.44
EXP463532,IMG Global,2026-07-09 18:34:22.948648,Complex onboarding,Comprehensive expat coverage,False,24.7,8,True,102.8,3298.52
EXP301120,ICICI Lombard,2026-07-03 18:34:22.948657,Poor customer service,Comprehensive expat coverage,False,26.3,7,False,110.9,2439.55
EXP434673,CHUBB,2026-08-14 18:34:22.948667,No India coverage,Simpler process,False,23.2,9,False,135.38,2668.78
EXP758325,HDFC ERGO,2026-07-15 18:34:22.948676,No India coverage,Better affordability,False,32.8,6,True,164.23,2291.89
EXP857035,AIG,2026-08-21 18:34:22.948686,No India coverage,Better customer support,False,32.9,8,False,138.51,4818.72
EXP750992,HDFC ERGO,2026-08-21 18:34:22.948695,High premium,Comprehensive expat coverage,False,19.8,9,False,75.32,4541.32
EXP297310,IMG Global,2026-07-18 18:34:22.948705,Slow claims processing,Better customer support,False,31.3,5,True,157.98,1856.74
EXP654337,Allianz,2026-06-25 18:34:22.948715,No India coverage,Comprehensive expat coverage,False,24.6,7,True,58.47,3232.42
EXP742294,IMG Global,2026-08-21 18:34:22.948724,Poor customer service,India-USA coordination,False,29.7,8,False,158.75,4589.4
EXP970051,IMG Global,2026-07-31 18:34:22.948734,Complex onboarding,Simpler process,False,33.3,8,True,175.77,2679.31
EXP492438,HDFC ERGO,2026-07-14 18:34:22.948743,Limited coverage options,Simpler process,False,19.3,8,True,51.83,2802.11
EXP905716,AIG,2026-07-26 18:34:22.948753,Limited coverage options,Better customer support,False,22.7,10,True,131.72,4404.62
EXP376657,HDFC ERGO,2026-08-13 18:34:22.948762,Limited coverage options,Better customer support,False,18.0,8,True,76.9,3651.86
EXP691608,ICICI Lombard,2026-08-04 18:34:22.948772,Slow claims processing,India-USA coordination,False,16.5,10,True,83.27,4995.66
EXP699916,IMG Global,2026-08-03 18:34:22.948781,No India coverage,Better customer support,False,21.2,5,True,177.69,2410.83
EXP362796,ICICI Lombard,2026-06-28 18:34:22.948791,Slow claims processing,Simpler process,False,18.4,8,True,163.68,1800.62
EXP748671,ICICI Lombard,2026-07-12 18:34:22.948800,Slow claims processing,Simpler process,False,26.6,6,False,158.76,2421.66
EXP371783,Allianz,2026-06-29 18:34:22.948810,No India coverage,Faster onboarding,False,28.5,5,True,191.15,1669.51
EXP568395,ICICI Lombard,2026-06-24 18:34:22.948819,Limited coverage options,Faster onboarding,False,33.5,9,False,135.06,4120.03
EXP190683,IMG Global,2026-07-22 18:34:22.948829,Slow claims processing,Simpler process,False,33.0,6,True,100.01,4980.47
EXP246067,Allianz,2026-08-10 18:34:22.948838,Slow claims processing,India-USA coordination,False,30.5,4,False,190.42,2512.5
EXP957069,ICICI Lombard,2026-07-16 18:34:22.948848,Complex onboarding,Better customer support,False,33.0,5,True,175.47,4462.93
EXP598301,CHUBB,2026-07-08 18:34:22.948857,Poor customer service,Simpler process,False,28.2,7,True,155.88,4609.98
EXP386201,IMG Global,2026-07-06 18:34:22.948867,Poor customer service,Comprehensive expat coverage,False,29.3,9,True,158.09,3136.01
EXP227464,IMG Global,2026-08-04 18:34:22.948876,No India coverage,Simpler process,False,30.8,8,False,135.98,1804.76
EXP930160,AIG,2026-08-14 18:34:22.948886,Limited coverage options,Better affordability,False,15.0,5,True,166.02,2255.68
EXP484043,ICICI Lombard,2026-08-01 18:34:22.948897,Poor customer service,Simpler process,False,24.4,4,True,163.5,4869.22
EXP639695,ICICI Lombard,2026-07-17 18:34:22.948906,High premium,Better customer support,False,33.5,4,True,156.99,3504.53
EXP325257,HDFC ERGO,2026-08-09 18:34:22.948916,Poor customer service,Comprehensive expat coverage,False,24.7,8,True,117.69,1567.31
EXP232804,AIG,2026-07-21 18:34:22.948925,Limited coverage options,Faster onboarding,False,30.6,10,True,145.48,2497.51
EXP185518,ICICI Lombard,2026-08-01 18:34:22.948935,High premium,Better affordability,False,27.9,4,False,136.65,3426.73
EXP178892,ICICI Lombard,2026-08-08 18:34:22.948945,High premium,Simpler process,False,26.1,7,True,193.8,2484.01
EXP645967,CHUBB,2026-08-09 18:34:22.948955,Limited coverage options,Faster onboarding,False,23.2,10,True,161.42,2844.24
EXP154919,IMG Global,2026-08-04 18:34:22.948965,Slow claims processing,Better customer support,False,21.5,10,True,152.18,1676.94
EXP131163,HDFC ERGO,2026-07-30 18:34:22.948974,Slow claims processing,Faster onboarding,False,20.9,7,True,116.51,3346.3
EXP225242,Allianz,2026-07-06 18:34:22.948984,Limited coverage options,Simpler process,False,18.5,8,True,54.83,4161.22
EXP290204,IMG Global,2026-07-25 18:34:22.948994,No India coverage,Faster onboarding,False,18.0,6,True,127.74,3140.99
EXP123404,HDFC ERGO,2026-06-24 18:34:22.949003,No India coverage,Better affordability,False,21.0,8,True,119.11,3231.24
EXP576529,HDFC ERGO,2026-08-03 18:34:22.949013,Poor customer service,Better affordability,False,30.3,4,False,86.31,2720.74
EXP482250,AIG,2026-07-06 18:34:22.949022,Limited coverage options,Better affordability,False,34.8,10,True,138.47,4977.73
EXP470386,CHUBB,2026-08-23 18:34:22.949032,Complex onboarding,Faster onboarding,False,15.5,4,True,60.04,1902.87
EXP951579,HDFC ERGO,2026-07-21 18:34:22.949041,Limited coverage options,Comprehensive expat coverage,False,23.8,10,True,144.6,2299.52
EXP791496,Allianz,2026-08-18 18:34:22.949051,Complex onboarding,Better affordability,False,18.8,7,True,99.04,2303.55
EXP309187,ICICI Lombard,2026-08-11 18:34:22.949061,Complex onboarding,Better affordability,False,31.7,6,False,191.23,2135.31
EXP535984,IMG Global,2026-07-31 18:34:22.949070,Poor customer service,Comprehensive expat coverage,False,26.9,6,True,110.47,2664.55
EXP972044,HDFC ERGO,2026-08-05 18:34:22.949080,High premium,Better affordability,False,22.7,4,True,128.43,3981.42
EXP899133,AIG,2026-07-31 18:34:22.949090,Slow claims processing,Simpler process,False,25.3,6,True,70.76,4990.79
EXP114157,AIG,2026-07-11 18:34:22.949099,Poor customer service,Faster onboarding,False,22.4,4,True,141.13,3380.77
EXP629516,CHUBB,2026-07-31 18:34:22.949108,Complex onboarding,Faster onboarding,False,31.4,4,False,149.53,1715.2
EXP811425,Allianz,2026-07-13 18:34:22.949118,Slow claims processing,Comprehensive expat coverage,False,15.9,4,True,139.66,2525.79
EXP383911,HDFC ERGO,2026-08-21 18:34:22.949127,Complex onboarding,Comprehensive expat coverage,False,19.1,7,True,65.31,4890.41
EXP730672,Allianz,2026-08-01 18:34:22.949137,Complex onboarding,Faster onboarding,False,25.3,4,False,60.85,4793.61
EXP691191,Allianz,2026-07-13 18:34:22.949146,Complex onboarding,Better affordability,False,21.5,4,True,150.85,4781.0
EXP352350,Allianz,2026-07-13 18:34:22.949156,No India coverage,Better affordability,False,23.5,9,True,161.97,4987.35
EXP246975,AIG,2026-07-13 18:34:22.949165,Poor customer service,India-USA coordination,False,15.9,5,True,166.79,4195.45
EXP493048,AIG,2026-07-21 18:34:22.949175,No India coverage,India-USA coordination,False,34.9,6,True,58.27,1642.64
EXP388635,IMG Global,2026-08-20 18:34:22.949185,Poor customer service,India-USA coordination,False,23.9,7,False,128.19,2481.06
EXP887610,AIG,2026-07-23 18:34:22.949194,No India coverage,Better affordability,False,23.7,4,True,163.79,4639.54
EXP946729,AIG,2026-08-17 18:34:22.949204,Slow claims processing,Better affordability,False,30.4,4,False,128.65,4214.82
EXP789403,ICICI Lombard,2026-06-29 18:34:22.949213,Complex onboarding,Faster onboarding,False,18.1,5,True,68.63,2475.9
EXP998203,AIG,2026-08-05 18:34:22.949223,Complex onboarding,Comprehensive expat coverage,False,33.9,4,True,189.63,3802.86
EXP260912,ICICI Lombard,2026-07-07 18:34:22.949232,Poor customer service,Better affordability,False,32.1,10,True,103.5,2048.75
EXP329852,AIG,2026-07-03 18:34:22.949242,Complex onboarding,Faster onboarding,False,24.8,7,True,98.94,4825.4
EXP984378,ICICI Lombard,2026-07-11 18:34:22.949252,No India coverage,Faster onboarding,False,21.2,7,True,156.36,2817.98
EXP586230,IMG Global,2026-08-08 18:34:22.949265,High premium,Faster onboarding,False,19.0,8,True,81.6,3602.94
EXP765756,Allianz,2026-07-11 18:34:22.949275,High premium,Better customer support,False,31.2,9,True,173.76,2975.84
EXP623533,ICICI Lombard,2026-07-30 18:34:22.949286,Poor customer service,Better affordability,False,22.3,4,False,102.43,1782.05
EXP654974,AIG,2026-08-21 18:34:22.949295,Poor customer service,Comprehensive expat coverage,False,31.7,6,True,149.89,1589.61
EXP934450,ICICI Lombard,2026-08-02 18:34:22.949305,Slow claims processing,India-USA coordination,False,15.3,4,True,73.29,2851.29
EXP961077,ICICI Lombard,2026-08-09 18:34:22.949315,Complex onboarding,Better affordability,False,27.5,7,False,143.13,3055.07
EXP484589,Allianz,2026-07-24 18:34:22.949324,Limited coverage options,Comprehensive expat coverage,False,16.1,7,True,136.43,3430.96
EXP804125,ICICI Lombard,2026-08-18 18:34:22.949334,Limited coverage options,Comprehensive expat coverage,False,28.3,5,False,62.04,2889.2
EXP330429,CHUBB,2026-07-30 18:34:22.949343,Slow claims processing,India-USA coordination,False,26.8,8,False,124.52,4560.93
EXP818510,CHUBB,2026-08-19 18:34:22.949353,Poor customer service,India-USA coordination,False,15.2,5,True,145.39,1647.84
EXP795355,IMG Global,2026-07-28 18:34:22.949362,Slow claims processing,Faster onboarding,False,28.6,6,True,147.12,1580.89
EXP118411,IMG Global,2026-08-05 18:34:22.949372,High premium,Faster onboarding,False,28.1,4,True,60.27,4644.94
EXP962074,IMG Global,2026-07-05 18:34:22.949381,No India coverage,Better customer support,False,32.2,10,True,111.13,3692.71
EXP982944,Allianz,2026-07-24 18:34:22.949391,Complex onboarding,Comprehensive expat coverage,False,34.6,8,True,134.64,4339.74
EXP214157,IMG Global,2026-07-05 18:34:22.949401,Slow claims processing,Comprehensive expat coverage,False,16.0,8,True,53.6,1636.14
EXP640164,AIG,2026-06-27 18:34:22.949410,Poor customer service,India-USA coordination,False,30.7,4,True,102.56,2647.44
EXP948510,Allianz,2026-07-27 18:34:22.949420,No India coverage,Better affordability,False,19.4,10,True,87.01,1897.88
EXP775266,HDFC ERGO,2026-07-08 18:34:22.949429,Complex onboarding,India-USA coordination,False,19.0,4,True,54.47,4995.37
EXP347324,HDFC ERGO,2026-08-13 18:34:22.949439,Slow claims processing,Better affordability,False,24.3,5,False,122.95,1772.22
EXP150549,ICICI Lombard,2026-07-25 18:34:22.949449,Slow claims processing,Simpler process,False,34.9,8,False,53.75,2939.48
EXP582520,ICICI Lombard,2026-07-13 18:34:22.949458,High premium,Better affordability,False,30.7,6,True,193.41,4888.5
EXP507964,AIG,2026-08-12 18:34:22.949468,Slow claims processing,Simpler process,False,25.4,10,False,106.77,3676.66
EXP689989,AIG,2026-07-12 18:34:22.949478,No India coverage,India-USA coordination,False,17.5,10,True,86.76,3522.55
EXP199398,AIG,2026-07-04 18:34:22.949487,Limited coverage options,India-USA coordination,False,31.5,10,True,89.6,2882.79
EXP760247,ICICI Lombard,2026-08-01 18:34:22.949497,Limited coverage options,Comprehensive expat coverage,False,22.2,7,False,68.82,3576.16
EXP587424,ICICI Lombard,2026-07-20 18:34:22.949506,High premium,Comprehensive expat coverage,False,33.6,6,False,130.24,1936.88
EXP549310,IMG Global,2026-08-10 18:34:22.949516,No India coverage,Simpler process,False,31.8,5,True,118.3,2800.24
EXP260147,CHUBB,2026-07-24 18:34:22.949526,No India coverage,Faster onboarding,False,16.4,9,False,75.47,4372.61
EXP894309,HDFC ERGO,2026-06-28 18:34:22.949535,No India coverage,Better customer support,False,31.6,9,True,152.27,3789.62
EXP781782,AIG,2026-07-13 18:34:22.949581,Limited coverage options,Simpler process,False,28.8,9,True,143.38,3349.79
EXP697243,Allianz,2026-06-24 18:34:22.949592,Complex onboarding,Better customer support,False,18.9,9,False,182.25,3507.18
EXP504289,AIG,2026-07-25 18:34:22.949602,Limited coverage options,Comprehensive expat coverage,False,33.9,8,False,199.46,1874.75
EXP371115,IMG Global,2026-08-20 18:34:22.949611,No India coverage,Better customer support,False,33.1,4,False,78.34,2779.95
EXP888679,AIG,2026-07-27 18:34:22.949621,Limited coverage options,India-USA coordination,False,23.8,10,False,171.46,3025.74
EXP292197,ICICI Lombard,2026-07-29 18:34:22.949631,No India coverage,India-USA coordination,False,19.9,4,True,193.02,3097.13
EXP514697,ICICI Lombard,2026-07-10 18:34:22.949641,No India coverage,Better customer support,False,21.2,9,False,56.95,4236.52
EXP233173,AIG,2026-08-12 18:34:22.949650,Limited coverage options,India-USA coordination,False,32.2,9,False,138.79,3705.32
EXP353731,HDFC ERGO,2026-08-13 18:34:22.949660,High premium,Better customer support,False,16.9,9,True,188.95,2023.02
EXP153230,Allianz,2026-07-06 18:34:22.949670,Slow claims processing,Comprehensive expat coverage,False,19.6,9,True,116.5,2488.63
EXP672272,AIG,2026-07-12 18:34:22.949679,Slow claims processing,Faster onboarding,False,33.7,4,False,158.0,4149.67
EXP490263,HDFC ERGO,2026-06-29 18:34:22.949689,No India coverage,India-USA coordination,False,31.6,8,False,84.53,3158.95
EXP526493,ICICI Lombard,2026-08-02 18:34:22.949700,Complex onboarding,Better customer support,False,28.7,6,True,99.37,2551.61
EXP304990,Allianz,2026-08-07 18:34:22.949711,Slow claims processing,India-USA coordination,False,15.2,4,False,132.98,4486.38
EXP127189,ICICI Lombard,2026-08-07 18:34:22.949721,Poor customer service,Faster onboarding,False,22.9,7,True,141.94,2121.18
EXP523253,HDFC ERGO,2026-07-31 18:34:22.949731,No India coverage,India-USA coordination,False,24.2,4,True,59.95,1892.17
EXP232865,AIG,2026-08-21 18:34:22.949741,High premium,Comprehensive expat coverage,False,32.8,8,True,156.89,1896.23
EXP138847,IMG Global,2026-08-16 18:34:22.949750,Slow claims processing,Comprehensive expat coverage,False,17.2,4,True,126.86,4176.18
EXP417317,Allianz,2026-07-19 18:34:22.949760,Slow claims processing,Better affordability,False,18.9,8,True,175.26,3676.14
EXP613608,Allianz,2026-07-29 18:34:22.949770,Poor customer service,Better affordability,False,21.6,4,True,110.83,1572.83
EXP828368,HDFC ERGO,2026-07-30 18:34:22.949779,Poor customer service,Simpler process,False,30.0,4,True,128.49,1772.39
EXP615156,CHUBB,2026-08-22 18:34:22.949789,No India coverage,Faster onboarding,False,19.6,6,False,142.5,3124.03
EXP957761,HDFC ERGO,2026-08-15 18:34:22.949799,High premium,India-USA coordination,False,30.4,8,False,89.76,3799.96
EXP368361,IMG Global,2026-08-20 18:34:22.949808,No India coverage,Better customer support,False,20.2,4,False,164.61,2097.35
EXP834178,AIG,2026-08-20 18:34:22.949818,No India coverage,Comprehensive expat coverage,False,34.3,9,True,127.45,1930.37
EXP186304,Allianz,2026-07-09 18:34:22.949828,No India coverage,Better affordability,False,27.4,8,False,101.36,1566.32
EXP739585,IMG Global,2026-07-14 18:34:22.949839,Poor customer service,India-USA coordination,False,18.5,8,False,191.09,4914.67
EXP232947,CHUBB,2026-07-19 18:34:22.949853,Slow claims processing,Comprehensive expat coverage,False,24.8,8,True,114.72,4503.64
EXP985472,IMG Global,2026-08-17 18:34:22.949865,Slow claims processing,India-USA coordination,False,30.0,4,True,81.31,3196.09
EXP429655,IMG Global,2026-06-26 18:34:22.949876,High premium,Better affordability,False,22.0,4,True,179.66,4497.53
EXP166189,Allianz,2026-08-02 18:34:22.949887,Complex onboarding,Comprehensive expat coverage,False,19.6,9,True,114.08,2080.32
EXP392977,ICICI Lombard,2026-08-05 18:34:22.949898,Complex onboarding,Better customer support,False,22.8,9,False,100.44,1926.31
EXP265305,CHUBB,2026-07-06 18:34:22.949909,Poor customer service,Faster onboarding,False,27.5,8,False,178.66,3256.88
EXP467829,Allianz,2026-07-18 18:34:22.949919,Complex onboarding,Simpler process,False,26.9,7,False,93.27,3920.13
EXP318733,HDFC ERGO,2026-07-10 18:34:22.949931,Limited coverage options,Better affordability,False,29.5,4,True,165.85,4852.94
EXP968271,IMG Global,2026-08-16 18:34:22.949941,No India coverage,Comprehensive expat coverage,False,20.9,9,True,189.67,2503.65
EXP406364,AIG,2026-06-30 18:34:22.949952,No India coverage,Faster onboarding,False,22.5,10,False,170.51,4950.27
EXP276684,CHUBB,2026-07-31 18:34:22.949963,Slow claims processing,Faster onboarding,False,23.8,6,False,99.62,2276.44
EXP951092,AIG,2026-06-24 18:34:22.949974,No India coverage,Simpler process,False,22.3,10,True,157.71,1913.64
EXP855175,HDFC ERGO,2026-07-20 18:34:22.949984,No India coverage,Better affordability,False,15.6,5,True,113.2,1890.46
EXP155593,Allianz,2026-06-24 18:34:22.949995,No India coverage,Faster onboarding,False,15.3,5,True,162.14,4922.79
EXP154265,CHUBB,2026-06-30 18:34:22.950006,Slow claims processing,Simpler process,False,25.1,8,True,147.94,4065.7
EXP157565,IMG Global,2026-06-27 18:34:22.950017,Complex onboarding,India-USA coordination,False,19.3,5,True,93.45,4816.97
EXP447305,CHUBB,2026-08-23 18:34:22.950027,No India coverage,Comprehensive expat coverage,False,25.0,9,True,176.78,2846.46
EXP998182,ICICI Lombard,2026-08-15 18:34:22.950038,High premium,Better customer support,False,26.3,10,False,181.98,2527.75
EXP778079,ICICI Lombard,2026-06-24 18:34:22.950049,Complex onboarding,Faster onboarding,False,28.7,9,True,50.86,3621.83
EXP783307,IMG Global,2026-08-07 18:34:22.950060,No India coverage,Comprehensive expat coverage,False,22.5,7,True,156.11,3512.91
EXP165610,AIG,2026-07-21 18:34:22.950070,Slow claims processing,Simpler process,False,31.2,10,False,199.3,1612.12
EXP797761,CHUBB,2026-07-28 18:34:22.950081,High premium,India-USA coordination,False,18.1,10,False,66.16,2123.16
EXP304476,HDFC ERGO,2026-06-25 18:34:22.950092,No India coverage,Faster onboarding,False,31.8,5,True,86.36,4478.71
EXP522961,Allianz,2026-06-29 18:34:22.950103,No India coverage,Faster onboarding,False,25.8,10,False,179.26,2775.06
EXP642992,ICICI Lombard,2026-08-22 18:34:22.950113,Complex onboarding,India-USA coordination,False,26.8,7,True,51.1,1943.24
